Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Total No of Comments,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness_Thumbnail,Trustworthiness_Video,Does the Video Require Subject Matter Expertise from an Expert ?,Creator_SME,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
T Pavani art & craft lover,https://www.youtube.com/watch?v=n8s3lFIB21k,3 phone box craft ideas,0:04:27,No Language,Entertainment,"2,142,524","41,000",390,"14,600",20-02-2021,18-05-2020,Employment,India,"3,179,814.00",5,5,Yes,Yes,Trustable,Praneeth kodam
Physics Wallah - Alakh Pandey,https://www.youtube.com/watch?v=buJDxRzrwoU,@UPSC Wallah THE HISTORICAL LAUNCH ?? ?? IAS ??????? ????? ?XXXX ?? !! ,1:00:02,Hindi,Educational,676230,70000,7649,8.88,16-10-2022,28-01-2014,Educational,Not Available,"1,609,433,007.00",10,8,Yes,Yes,Trustable,Mahesh
Physics Wallah - Alakh Pandey,https://www.youtube.com/watch?v=SQpP9mVVIE4,Yakeen Batch NEET 2023 : How to Score 180/180 in CHEMISTRY? Dropper Strategy,0:36:15,Hindi,Educational,792309,48000,2094,8.88,24-07-2022,28-01-2014,Educational,Not Available,,10,8,Yes,Yes,Trustable,Mahesh
Fit Tuber,https://www.youtube.com/watch?v=-X6395gykhg,WEIGHT LOSS - Indian Weight Loss Diet,0:06:19,English,Lifestyle,6073289,162000,3688,6.62,21-04-2017,21-08-2016,Health,Not Available,705164837,10,7,No,No,Trustable,Mahesh
Fit Tuber,https://www.youtube.com/watch?v=vqRBCa1Jv4w,5 Natural Toothpastes in India Under Rs 219 that You Must Try (#3 is just Rs 70),0:11:29,English,Lifestyle,1040103,50000,3480,6.62,17-06-2022,21-08-2016,Health,Not Available,705164837,10,8,No,No,Trustable,Mahesh
Fit Tuber Telugu,https://www.youtube.com/watch?v=pes8PSTtocw,India?? Best Hair Conditioner ???? | Fit Tuber Telugu,0:06:10,Telugu,Lifestyle,186146,3500,256,0.3,23-10-2021,21-08-2020,Health,Not Available,16269575,10,7,No,No,Trustable,Mahesh
Drkirti vikram singh,https://www.youtube.com/watch?v=sf6EwDX8Qug,Recovery | Weakness | Homeopathic Medicine | part 1 |,0:05:36,Hindi,Health,45677,22000,216,2.8,15-05-2021,12/1/2011,Educational,Not Available,267560403,10,9,Yes,Yes,Trustable,Mahesh
Drkirti vikram singh,https://www.youtube.com/watch?v=_9flS9e6VQ0,Kalmegh Homeopathic Medicine | ??? ?? ???? ?? ??? ????????? ?? ?????? | ???? ????? ???? ?,0:11:44,Hindi,Health,48505,3000,202,2.8,8/10/2022,12/1/2011,Educational,Not Available,267560403,10,9,Yes,Yes,Trustable,Mahesh
Drkirti vikram singh,https://www.youtube.com/watch?v=m9F1elEojco,????? ?????? ?? ?????? ?? ??? ???? ?? ?? Homeopathic Medicine | Ammonium Valerianicum | Symptoms |,0:06:54,Hindi,Health,30161,1700,114,2.8,25-09-2022,12/1/2011,Educational,Not Available,267560403,10,9,Yes,Yes,Trustable,Mahesh
Vraj Bhav,https://www.youtube.com/watch?v=AJCUqMIRADM,???? ???? ?? ?? ???? ???- ???? ????? ??? ?? ???? ???? ???? ????? ???? | 8.4.20222 | ?????? | ??? ???,0:13:51,Hindi,Lifestyle,756,112,4,1.37,17-10-2022,23-06-2017,Music,Uttar Pradesh,381641255,10,9,No,No,Trustable,Mahesh
Vraj Bhav,https://www.youtube.com/watch?v=x81RapT3FSo&t=22s,???? ????? ??????? ?? ?? ??? ???- ???? ???? ??? ???? ?????? ???? ??? | 19.2.2022 | ?????? @Vraj Bhav,0:30:25,Hindi,Lifestyle,121250,2400,115,1.37,2/8/2022,23-06-2017,Music,Uttar Pradesh,381641255,10,9,No,No,Trustable,Mahesh
Amit Bhadana,https://www.youtube.com/watch?v=CLNd2XY_01k&t=3s,Chidiya Ghar - Amit Bhadana | Rajpal Yadav,0:57:59,Hindi,Entertainment,18088348,1300000,300200,24.1,27-04-2022,24-10-2012,Entertainment,Not Available,"2,263,806,533",9,9,No,No,Trustable,Mahesh
Amit Bhadana,https://www.youtube.com/watch?v=NPRGx6l12qo,Berozgaari (Berozgaar Bachelors) EP - 01 Amit Bhadana,0:15:37,Hindi,Entertainment,21163865,1700000,80463,24.1,25-05-2020,24-10-2012,Entertainment,Not Available,"2,263,806,533",9,9,No,No,Trustable,Mahesh
Bol Haryana,https://www.youtube.com/watch?v=C4dumlS4Fm8,Bata Mere Yaar Sudama | Bol Haryana Utsav 2017 | Rohtak,0:08:12,Hindi,Lifestyle,94001564,851000,30034,0.62,23-01-2017,3/11/2016,Lifestyle,Not Available,"120,400,304",9,8,No,No,Trustable,Mahesh
Bol Haryana,https://www.youtube.com/watch?v=wKyTDdiLDD8,???? ?? ?????? ?? ?? ??? ??????? ????? ?? ??? | Bol Haryana,0:02:49,Hindi,Lifestyle,2296,125,48,0.62,11/10/2020,3/11/2016,Lifestyle,Not Available,"120,400,304",9,8,No,No,Trustable,Mahesh
1313 Records,https://www.youtube.com/watch?v=kBwokJjCGIo,Mehndi : Kaka (Official Video) Kaka New Song | Latest Punjabi Songs 2022 | New Punjabi Songs 2022,0:05:07,Punjabi,Music,765116,14000,165,0.11,8/10/2022,21-07-2022,Music,Punjab,"39,236,007",10,10,No,No,Trustable,Mahesh
1313 Records,https://www.youtube.com/watch?v=MS16Bc5AVfw,"pata laga tenu shonk phulan da, Kaka new song, pata laga tenu shonk fula da kaka song",0:06:04,Punjabi,Music,6022339,62000,830,0.11,10/9/2022,21-07-2022,Music,Punjab,"39,236,007",10,10,No,No,Trustable,Mahesh
Aaj Tak,https://www.youtube.com/watch?v=WOXpDqOZvKs,PM Modi LIVE: PM Modi Inaugurates ????? ?????? ??????? |'???? ????? ?????? ??????? 2022' | Live News,1:04:13,Hindi,Vlog,41025,667,35,54,17-10-2022,27-08-2009,News,Delhi,"21,429,205,059",9,7,Yes,Yes,Trustable,Mahesh
Aaj Tak,https://www.youtube.com/watch?v=Y4x4-TDoVDI,2024 ?? ??? Nitin Gadkari ?? ???? CM Yogi ?? ???? ????? Nitin Gadkari Speech? UP Politics? Aaj Tak,0:49:00,Hindi,Vlog,17689,192,3,54,16-10-2022,27-08-2009,News,Delhi,"21,429,205,059",9,8,Yes,Yes,Trustable,Mahesh
Aaj Tak,https://www.youtube.com/watch?v=Y4x4-TDoVDI,Black and White: ?????? ??? '???? ?????????' ?????? | Mera Swabhimaan | Aaj Tak | Sudhir Chaudhary,0:05:14,Hindi,Vlog,1015,30,5,54,17-10-2022,27-08-2009,News,Delhi,"21,429,205,059",9,8,Yes,Yes,Trustable,Mahesh
??? Talks ,https://www.youtube.com/c/JoshTalksHindi,https://www.youtube.com/watch?v=IJN2vN3kEO0,0:25:56,Hindi,Lifestyle,5945168,98000,4545,8.3,7/4/2022,13-07-2017,Vlogs,Not Available,"785,662,796",10,10,No,No,Trustable,Mahesh
??? Talks ,https://www.youtube.com/watch?v=W1Vq58bKfTI,2022-23 ??? ????? Successful ???? ?? ??? ????? 4 ????? ????? ???? |Amogh Lila Prabhu |Josh Talks Hindi,0:17:17,Hindi,Lifestyle,465961,24000,773,8.3,2/10/2022,13-07-2017,Vlogs,Not Available,"785,662,796",10,10,No,No,Trustable,Mahesh
??? Talks ,https://www.youtube.com/watch?v=WVuy2xtJ21c,??????? ???? ?? ??? ??? ??????? ?? ????? ?? | Must Watch | Vanashree Pandey | Josh Talks Hindi,0:12:47,Hindi,Lifestyle,310864,6400,302,8.3,10/7/2022,13-07-2017,Vlogs,Not Available,"785,662,796",10,10,No,No,Trustable,Mahesh
Sandeep Maheshwari,https://www.youtube.com/watch?v=Rf4rU1hwQXc,#1 How to Start a Business with No Money? By Sandeep Maheshwari I Hindi #businessideas,0:32:30,Hindi,Vlog,"13,289,687",516000,15878,25.5,8/6/2019,13-02-2012,Vlogs,Not Available,"1,993,063,546",10,10,No,No,Trustable,Mahesh
Sandeep Maheshwari,https://www.youtube.com/watch?v=Rf4rU1hwQXc,Do This Every Morning And Night !! Q&A #10 With Sandeep Maheshwari,0:18:54,Hindi,Motivation,"5,249,013",258000,11228,25.5,23-04-2021,13-02-2012,Vlogs,Not Available,"1,993,063,546",10,10,No,No,Trustable,Mahesh
Sandeep Maheshwari,https://www.youtube.com/watch?v=g3fVfp31yds,Meet Dr. Vivek Bindra | Episode 26,0:23:04,Hindi,Motivation,"5,041,058",400000,28826,25.5,29-08-2022,13-02-2012,Vlogs,Not Available,"1,993,063,546",10,10,No,No,Trustable,Mahesh
ALLEN Career Institute,https://www.youtube.com/watch?v=HzYNwhUygO4,"?????? ????? ???? ????, ????? ???? ?? ?????? ???? ???? | @Kumar Vishwas ?? ???? ??? ???? ???",0:14:55,Hindi,Motivation,23133,2300,34,1.43,17-10-2022,21-11-2010,Educational,Not Available,"126,707,985",9,8,No,No,Trustable,Mahesh
ALLEN Career Institute,https://www.youtube.com/watch?v=3UEjrchWcuo,Inspiring Progress from Vision to Reality! 1.25 Lakh+ Classroom Students Enrolled at ALLEN Kota,0:06:10,Hindi,Educational,64202,1100,108,1.43,20-09-2022,21-11-2010,Educational,Not Available,"126,707,985",10,9,No,No,Trustable,Mahesh
ALLEN Career Institute,https://www.youtube.com/watch?v=jxdQLGRfzdM,Know ?? Success Formula for AIR-3 | Meet Mehak Arora | Journey of ALLENite | Legends of ALLEN,0:02:49,Hindi,Motivation,61690,2300,62,1.43,16-07-2022,21-11-2010,Educational,Not Available,"126,707,985",9,9,No,No,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=h6lYitL343o,Starting A Youtube Channel?? ?? ? ???????????? ????? ???? ??? ???? + My Gear,0:05:55,Hindi,Lifestyle,1582100,99000,2182,12.5,2/7/2019,2/11/2011,Review,Not Available,"1,918,599,026",9,10,No,No,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=CvWpw2M7zes,Samsung Galaxy Z Fold 4 Unboxing & First Impressions?The Perfect Fold?!,0:15:35,Hindi,Vlog,894286,41000,958,1250000,16-08-2022,2/11/2011,Review,Not Available,"1,918,599,026",10,8,No,No,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=PSCsvcJPrD4,Avoid These 10 Smartphone Mistakes In 2022 ??Ye Bilkul Mat Karna,0:08:53,Hindi,Review,1416237,78000,2018,1250000,21-04-2022,2/11/2011,Review,Not Available,"1,918,599,026",9,9,No,No,Trustable,Mahesh
Trakin Tech,https://www.youtube.com/watch?v=qcoFoLtTudY,Samsung Galaxy Book 2 Pro 360 Unboxing & First Impressions ? Best Thin & Light Laptop Of 2022?,0:10:50,Hindi,Vlog,425081,17000,759,1250000,20-04-2022,2/11/2011,Review,Not Available,"1,918,599,026",10,9,No,No,Trustable,Mahesh
Invest Mindset,https://www.youtube.com/watch?v=dFFHG-bnL1E,Amazing Case Study of Mohnish Pabrai - From 1 to 1400 Crore,0:13:25,Hindi,Educational,347759,14000,520,822000,2/9/2022,14-06-2020,Lifestyle,Not Available,41506605,9,8,Yes,Yes,Trustable,Mahesh
Invest Mindset,https://www.youtube.com/watch?v=01cBibuJijo,How to Find a Multibagger Stock?,0:14:07,Hindi,Educational,373734,20000,751,822000,30-06-2021,14-06-2020,Lifestyle,Not Available,41506605,9,7,Yes,Yes,Trustable,Mahesh
Single Track Studio,https://www.youtube.com/watch?v=X3hSWT-eZ0k&list=PL8u8EfXGvHvG3YTQRrzB8YG6rkUp7n7qE,Khan Bhaini | Munda India Ton Video | New Punjabi Songs 2020 Latest Punjabi Songs 2019 | Ditto Music,0:03:28,Punjabi,Music,13677842,216000,4292,11500000,26-01-2020,17-08-2010,Music,Not Available,4582972146,10,10,Yes,Yes,Trustable,Mahesh
Single Track Studio,https://www.youtube.com/watch?v=-3IcQ3RygGE,New Punjabi Songs 2022 | Jawab (Official Video) Mani Longia | Latest Punjabi Songs 2022,0:02:25,Punjabi,Music,1889375,40000,1044,11500000,16-08-2022,17-08-2010,Music,Not Available,4582972146,10,10,Yes,Yes,Trustable,Mahesh
Single Track Studio,https://www.youtube.com/watch?v=f8Utbf1KjpU,#Video New Punjabi Songs 2022 | Patake Khan Bhaini Gurlej Akhtar #desicrew Latest Song #khanbhaini,0:04:02,Punjabi,Music,29403745,327000,6585,11500000,12/7/2022,17-08-2010,Music,Not Available,4582972146,10,10,Yes,Yes,Trustable,Mahesh
Single Track Studio,https://www.youtube.com/watch?v=kKWAspzvziI,New Punjabi Songs 2022 | Hunar Sidhu & Gurlej Akhtar | La La La La Hoyi Pai Hai | Latest Song 2022,0:03:26,Punjabi,Music,9442800,135000,1201,11500000,25-02-2022,17-08-2010,Music,Not Available,4582972146,10,10,Yes,Yes,Trustable,Mahesh
Single Track Studio,https://www.youtube.com/watch?v=vvhOaDRoCig,New Punjabi Songs 2021 | Hadd Tod Da (Official Video) Hunar Sidhu | Ritu | Latest Punjabi Songs 2021,0:03:42,Punjabi,Music,17368201,249000,4242,11500000,1/12/2021,17-08-2010,Music,Not Available,4582972146,10,10,Yes,Yes,Trustable,Mahesh
Sansad TV,https://www.youtube.com/watch?v=cf4_T55MvDo,"Vice President's Remarks | Launch of Jal Jeevan Survekshan Tool Kit, 2023 & JJS-2023 Dashboard",0:10:03,English,Vlog,3222,69,2,7009000,21-10-2022,8/9/2011,News,Delhi,"1,270,581,183",10,10,Yes,Yes,Trustable,Mahesh
Sansad TV,https://www.youtube.com/watch?v=GyrAx_J9QPU&list=PLVOgwA_DiGzp6pHGUjCj_7WjWXHNAnkDo,"Sansad Me Aaj | 08 August, 2022",0:49:40,Hindi,Vlog,2479,47,0,7009000,8/8/2022,8/9/2011,News,Delhi,"1,270,581,183",10,10,Yes,Yes,Trustable,Mahesh
Sansad TV,https://www.youtube.com/watch?v=YR5GHhAYkzE,"Hanuman Beniwal's Remarks | The New Delhi International Arbitration Centre (Amendment) Bill, 2022",0:01:50,Hindi,Vlog,8344,187,13,7009000,8/8/2022,8/9/2011,News,Delhi,"1,270,581,183",10,10,Yes,Yes,Trustable,Mahesh
Learn More,https://www.youtube.com/watch?v=Nwh4dijvP1Q&t=15s,How to copy data from Word to Excel?,0:11:11,Hindi,Educational,116271,4300,161,1067000,4/8/2022,12/12/2016,Educational,Not Available,80811682,10,9,No,No,Trustable,Mahesh
Learn More,https://www.youtube.com/watch?v=edpXYvd-_pQ,"???? ?? ???? ??, ?? ???? ?? ??? ?? ???? ???? ??????? | Excel tips in hindi 2022",0:29:25,Hindi,Educational,58142,1900,109,1067000,16-02-2022,12/12/2016,Educational,Not Available,80811682,7,8,No,No,Trustable,Mahesh
Yebook,https://www.youtube.com/watch?v=H10Z993qrzM,??? ?? ??? ??? ????? ?? ?? - BEST EVER INSPIRATIONAL VIDEO in Hindi,0:09:45,Hindi,Motivation,355498,18000,1305,3075000,5/10/2022,18-10-2006,Motivation,Not Available,212039998,9,9,No,No,Trustable,Mahesh
Yebook,https://www.youtube.com/watch?v=C4OHzgdbBDc,???? ????? ?? ??????? ??? ?????? ???? | Trick Your Brain to Like Doing Hard Things | ATOMIC HABITS,0:17:51,Hindi,Motivation,1726021,97000,831,3075000,6/9/2021,18-10-2006,Motivation,Not Available,212039998,10,9,No,No,Trustable,Mahesh
Scifi Times,https://www.youtube.com/watch?v=dLRZ3sqaIj8,20 ??? ???? ?? ???? ???? ?? ? ??? 2000 ??? ?????? ????? ?? ? Petrol Diesel Price in 2000 | Crude Oil,0:05:37,Hindi,Educational,1150400,25000,2412,10000,6/2/2022,9/7/2020,Lifestyle,Not Available,2065308,8,6,No,No,Not Trustable,Mahesh
Scifi Times,https://www.youtube.com/watch?v=M2XT-EDjSI4,???? ???? ?????? ???? ?? ????? ? | End Of The World In Hindi | Duniya Ka Ant,0:03:10,Hindi,Educational,292,20,9,10000,24-09-2020,9/7/2020,Lifestyle,Not Available,2065308,6,3,No,No,Not Trustable,Mahesh
Physics Wallah-Alakh Pandey,https://www.youtube.com/watch?v=m5VbK66a254,Electric Charges & Field 01,0:40:12,Hindi,Educational,"13,610,660",350000,32000,8800000,13-03-2019,28-01-2014,Educational,Uttar Pradesh,"1,604,633,656",9,9,No,No,Trustable,Utsav Tiwary
Technical Guruji,https://www.youtube.com/watch?v=BGA7Ee4jS2w,iPhone 14 Pro Max Unboxing & First Look - The Dynamic Island Magic,0:08:57,Hindi,Educational,"3,774,533",230000,15000,2250000,14-08-2022,19-10-2015,Educational,Rajasthan,"3,136,361,875",9,9,No,No,Trustable,Utsav Tiwary
FactTechz,https://www.youtube.com/watch?v=oKZeTQ6PreY,The Chernobyl Incident | FactTechz Specials - S1E1,0:13:38,Hindi,Educational,"6,158,185",485000,32001,1750000,28-07-2020,24-07-2016,Entertainment,Delhi,"2,126,580,970",7,7,No,No,Trustable,Utsav Tiwary
Sandeep Maheshwari,https://www.youtube.com/watch?v=LknADkbbekc,Make Money From Money - By Sandeep Maheshwari,0:28:25,Hindi,Motivation,"47,283,225",1000000,"26,819",25500000,25-09-2019,13-02-2012,Vlogs,Delhi,"1,988,324,130",8,8,No,No,Trustable,Utsav Tiwary
Khan GS Research Centre,https://www.youtube.com/watch?v=HxsQgukyqgE,Prison system in India,0:13:57,Hindi,Educational,"51,257,699",823000,"51,257,699",18400000,18-08-2020,25-04-2019,Educational,Bihar,"1,793,500,467",9,9,No,No,Trustable,Utsav Tiwary
BB Ki Vines,https://www.youtube.com/watch?v=h25S27rh4oY,Chai Mein Kya Dubayenge? Ijjat?,0:05:54,Hindi,Entertainment,"69,297,102",2000000,"43,571",25600000,3/5/2017,20-06-2015,Entertainment,Delhi,"4,441,471,590",8,8,No,No,Trustable,Utsav Tiwary
Shivangi Sah,https://www.youtube.com/watch?v=eI1OxkqQr6Q,Can't Believe I Made This Using 3D Pen,0:08:23,Hindi,Entertainment,"633,713",23000,"1,912",1790000,9/10/2022,10/6/2020,Entertainment,Maharashtra,"467,109,091",9,9,No,No,Not Trustable,Utsav Tiwary
Hindi Countdown,https://www.youtube.com/watch?v=l18RIpORMSk, This Dog video will Melt your Heart,0:08:11,Hindi,Entertainment,"37,261,307",663000,"15,458",10200000,19-02-2020,27-12-2016,Entertainment,Delhi,"2,027,457,469",6,6,No,No,Trustable,Utsav Tiwary
Manoj Saru,https://www.youtube.com/watch?v=hIuY3Q8F58Q,Fun Unboxing,0:00:59,Hindi,Entertainment,"36,645,999",2000000,"2,817",4930000,11/1/2022,8/10/2018,Educational,Delhi,"1,080,416,820",7,7,No,No,Not Trustable,Utsav Tiwary
Tech Burner,https://www.youtube.com/watch?v=4XsfwD1ZwlU,5 Majedaar Gadgets I bought Online !,0:10:03,Hindi,Educational,"9,577,984",500000,"7,870",9580000,26-01-2020,26-09-2014,Educational,Delhi,"1,394,867,817",7,7,No,No,Trustable,Utsav Tiwary
A23 Games,https://www.youtube.com/watch?v=83MQt80AFSg,The School of Success - A23 Rummy,0:00:10,Hindi,Entertainment,"87,531,944",72,1,65000,5/8/2021,5/8/2020,Entertainment,Delhi,"847,616,771",4,4,Yes,No,Not Trustable,Utsav Tiwary
New Stories Book Hindi,https://www.youtube.com/watch?v=ZpBbfy0gJF8,???? - ????? ????? ,0:16:15,Hindi,Entertainment,"231,224",3200,154,42000,13-10-2022,19-07-2021,Entertainment,Delhi,"7,131,738",7,7,No,No,Not Trustable,Utsav Tiwary
The Satya Show,https://www.youtube.com/watch?v=ayQxFgGn3qo,Faker | Viral Fuddu,0:11:18,Hindi,Entertainment,"866,241","41,000","1,480","619,000",25-11-2018,3/9/2011,News,Maharashtra,"105,128,410",7,7,No,No,Not Trustable,Utsav Tiwary
Dank Rishu,https://www.youtube.com/watch?v=X5zZROoA3jo,Content Chowkidaar - Elvish Yadav,0:38:14,Hindi,Entertainment,"2,180,481",178000,"62,317",356000,17-07-2021,3/9/2016,Entertainment,Delhi,"37,895,789",7,7,No,No,Trustable,Utsav Tiwary
Aaj Tak,https://www.youtube.com/watch?v=X7kzLOIsdmI,Super Brain: Watch the Amazingly awsome memorizing power of a 5 year old kid,0:11:35,Hindi,Vlog,"127,612,406",864000,"30,065",53900000,24-09-2013,27-08-2009,News,Delhi,"21,406,438,710",8,8,No,No,Trustable,Utsav Tiwary
Neon Man,https://www.youtube.com/watch?v=n3fsFFCc_n8,"How This YouTuber has 2 Million VIDEOS on his Channel..?| Mythpat, Saiman Says,Thugesh, Total Gaming",0:07:38,Hindi,Entertainment,"446,175",44000,929,1750000,14-10-2022,18-04-2017,Entertainment,Jharkhand,"436,113,729",5,5,Yes,No,Not Trustable,Utsav Tiwary
Appedia,https://www.youtube.com/watch?v=yVBh-m-WLao,The Last Lesson | CH-1 |,0:10:46,Hindi,Educational,"2,421,846",86000,"5,070",695000,2/10/2018,6/9/2011,Educational,Madhya Pradesh,"80,569,524",8,8,No,No,Trustable,Utsav Tiwary
Sarkari DNA,https://www.youtube.com/watch?v=u7GpD_IOWpk,How can I update my mobile number in Aadhar card online aadhar mobile number update online,0:08:18,Hindi,Educational,"7,204,439",105000,"3,634",2140000,1/3/2020,24-01-2019,Educational,Uttar Pradesh,"230,073,787",5,5,Yes,No,Not Trustable,Utsav Tiwary
Dear Sir,https://www.youtube.com/watch?v=pXZtRXpGNck,"Learn Tenses in English Grammar with Examples | Present Tenses, Past Tenses, Future Tenses",1:57:08,Hindi,Educational,"56,038,356",2000000,"122,659",13400000,10/9/2018,13-12-2016,Educational,Delhi,"973,692,811",10,10,No,No,Trustable,Utsav Tiwary
Innozant,https://www.youtube.com/watch?v=jCJxLf-kfVk,KPI DASHBOARD in Excel-Part 1 | How to create a KPI Dashboard in Excel | Step by Step | in Hindi,0:19:46,Hindi,Educational,"333,914",8300,774,83000,19-10-2020,19-09-2016,Vlogs,Delhi,"8,299,897",7,7,No,No,Not Trustable,Utsav Tiwary
Aakash Chopra,https://www.youtube.com/watch?v=Sv6qnvrx93w,What is this 'Yo-Yo Test'?,0:03:22,Hindi,Educational,"2,970,983","95,000","1,812",3540000,17-06-2018,10/8/2011,Entertainment,Delhi,"930,343,454",8,8,No,No,Not Trustable,Utsav Tiwary
IP Track Records,https://www.youtube.com/watch?v=buhXGbS9NsE,Judai Judai,0:08:12,Hindi,Entertainment,"28,715",52,1,24000,15-10-2022,8/11/2021,Entertainment,Delhi,"9,855,572",2,2,Yes,No,Not Trustable,Utsav Tiwary
Fun2hell,https://www.youtube.com/watch?v=mIc_YRsyyog,BHOOTNATH || Fun 2 Hell || F2H,0:05:15,Hindi,Entertainment,"3,406",207,31,71000,18-11-2018,29-01-2018,Entertainment,Delhi,"6,996,048",6,6,No,No,Not Trustable,Utsav Tiwary
MR. INDIAN HACKER,https://www.youtube.com/watch?v=wqvncnLh_0c,Running Bike On Water - 100% Working Trick,0:10:01,Hindi,Educational,"70,358,186",1300000,"44,221",28300000,17-12-2019,21-06-2012,Educational,Rajasthan,"4,897,036,790",4,4,Yes,No,Not Trustable,Utsav Tiwary
Crazy XYZ,https://www.youtube.com/watch?v=QWVKVcuEpBc,Driving Our Car Underwater,0:08:26,Hindi,Entertainment,"52,989,920",1000000,"29,260",23600000,19-08-2020,10/9/2017,Educational,Rajasthan,"6,310,907,495",6,6,No,No,Trustable,Utsav Tiwary
Manoj Dey,https://www.youtube.com/watch?v=3k5sx7ZlNLg,Youtube Video Upload Karne Ka Sahi Tarika || How To Upload Video On Youtube ?,0:04:31,Hindi,Educational,"10,281,563",370000,"19,253",3430000,17-09-2019,24-11-2016,Educational,Jharkhand,"381,713,878",6,6,No,No,Trustable,Utsav Tiwary
TechBar,https://www.youtube.com/watch?v=nX-uDOsstYw,Crazy 4 Lakh Rupees Gaming Laptop with Free Accessories in Box!,0:10:32,Hindi,Educational,"7,147,510",250000,"8,132",2820000,19-07-2019,25-02-2012,Educational,Delhi,"353,379,527",6,6,No,No,Trustable,Utsav Tiwary
Stubborn Facts,https://www.youtube.com/watch?v=9i0D3bhY8GE,Truth Of Street Foods,0:03:46,Hindi,Entertainment,"45,775,643",509000,"7,210",17300000,9/8/2019,5/9/2016,Entertainment,Maharashtra,"838,467,251",6,6,No,No,Trustable,Utsav Tiwary
Goldmines,https://www.youtube.com/watch?v=ULEQb_l-N08,"K.G.F Full Movie | Yash, Srinidhi Shetty, Ananth Nag, Ramachandra Raju, Achyuth Kumar, Malavika",2:21:12,Hindi,Entertainment,"664,726,838",6300000,0,77700000,13-12-2020,21-01-2012,Entertainment,Maharashtra,"19,819,732,500",9,9,No,No,Not Trustable,Utsav Tiwary
CarryMinati,https://www.youtube.com/watch?v=zzwRbKI2pn4,YALGAAR - CARRYMINATI X Wily Frenzy,0:03:14,Hindi,Entertainment,"313,213,626",17000000,"1,725,161",37000000,5/6/2020,30-10-2014,Entertainment,Delhi,"3,029,230,039",7,7,No,No,Trustable,Utsav Tiwary
